#close,open,high,low,volume
28850,28850,29200,28700,5192308
28850,28400,28950,27750,7997699
27950,28800,28850,27800,5153509
29850,29800,30150,29500,20808560
30200,30350,30750,30100,9345314
30450,30350,30450,29700,7961280
30050,30600,30600,29900,3839128
29400,29900,30000,29250,5967675
29100,28800,29200,28700,5359769
29750,29400,29950,29200,4741781
29800,30000,30150,29700,3565512
29600,30000,30050,29400,2568440
29300,29750,29900,29200,5055287
29600,29900,30200,29600,4906654
29250,29500,29600,28950,4849707
28800,29350,29450,28750,3696225
29300,28700,29300,28700,4885898
29150,29350,29600,29050,3873987
28900,28950,29300,28850,2626551
29350,29050,29600,29050,4117144
30150,29100,30250,29050,6294185
30300,30250,30650,30050,6658186
30450,30450,30700,30050,5718097
30550,30200,30950,30150,4918214
30500,30350,30900,30350,5114998
29250,30400,30450,29100,9809386
29350,29150,29550,29100,4727837
30300,29550,30400,29350,6693182
29400,30250,30350,29350,4413819
29850,28750,30050,28300,8899496
29250,29700,29900,29250,3184217
28050,28800,29350,27900,5568643
27750,28050,28350,27350,5098219
27200,27800,27850,26850,5583246
29000,27750,29050,27650,6983362
29250,28700,29450,28550,4160701
28300,29200,29250,28250,4670489
28050,28850,28950,28050,5482631
28800,27900,29000,27500,6179883
27650,28200,28350,27600,5649678
27800,27650,28450,27600,4549672
27250,27500,27850,27050,4750282
27050,27600,27700,27000,4836561
27200,27500,27700,27000,4858423
28050,27400,28250,27350,4531018
28050,28050,28450,27800,3759698
27350,28300,28350,27100,7203804
27250,27300,27850,27150,4021667
28150,27050,28900,26800,10901418
27250,27750,27950,27150,5466152
26650,27450,27500,26500,6327999
26200,26450,26850,26050,6859416
26600,26100,26850,26100,4786754
25400,26450,26550,25300,6791152
26100,25500,26200,25450,4883326
25300,25800,25950,24750,7122988
23050,24900,24950,22900,16239262
24500,23300,24650,23050,12063990
23600,23850,24450,23450,6982606
23400,24200,24300,23200,6240734
23550,24050,24100,23400,8273153
22400,23400,23400,22300,9271264
22400,22450,22950,22000,6445583
22000,22650,22800,21800,7771291
23450,22250,23500,22200,8661422
23450,23550,23750,23150,5137111
23100,23000,23200,22600,4914910
22750,23050,23250,22750,3513845
21550,21700,22150,21350,9463895
21650,21800,21900,21500,5342939
22550,22500,22900,22450,7121619
21750,22450,22500,21700,5465246
23050,22400,23150,22350,6838614
23550,22550,23850,22350,7930382
23650,23850,23950,23200,4669175
23900,23350,23950,23350,5033207
23400,23550,23650,23150,16156049
23600,24100,24200,23550,5037166
23850,23650,24000,23450,3788167
24800,24350,25100,24200,9176434
24550,24800,24950,24300,3751425
24100,24050,24350,23950,4506535
23050,24100,24350,22700,9744824
23100,22950,23400,22900,4631121
22800,23200,23250,22600,4778045
23300,22800,23400,22800,3483226
23850,23050,23900,22850,4697087
23700,24300,24350,23700,3887302
24300,23800,24300,23800,3047839
24050,24400,24650,24000,3199905
23800,23950,24200,23750,2657599
24000,24000,24450,23850,4009123
23700,23700,23950,23550,3156411
23700,23850,23900,23500,2647193
22950,23450,23700,22900,5151231
22250,23000,23150,22250,5450204
22400,22250,22450,21450,6627802
21800,22450,22600,21750,6340054
21300,21550,21700,21250,9112719
20250,21250,21500,20150,12954262
20400,20700,20800,20300,7401854
21250,20800,21550,20750,7870436
20350,20800,20850,20200,6964724
20800,20550,21150,20550,7328882
20400,20350,20850,20100,6280081
20400,20700,20800,20250,5976319
21150,20850,21250,20700,7453097
21300,21500,21800,21250,4916872
21700,21350,21900,21200,7215276
21500,21900,22100,21450,5633215
21550,21650,21800,21300,4816006
20950,21150,21250,20850,5525416
21750,21500,22000,21400,6733285
22000,21800,22200,21650,4757101
22750,22300,23000,22250,10972713
22900,22800,22950,22450,8196833
23000,22900,23050,22750,3993418
22700,23150,23250,22600,3415389
22900,22700,23000,22600,3662137
22200,22800,22950,22100,7787699
22500,22450,22650,22300,4112850
22550,22300,22750,22250,3278867
23100,22650,23350,22650,9152697
22850,23150,23300,22650,4582101
22400,22850,22900,22300,6340317
21800,22000,22450,21750,6175133
21700,21650,22200,21550,5324077
21300,21700,21850,21100,7433538
21450,21350,21600,21250,4295175
21200,21400,21450,21050,3263544
21200,20950,21400,20950,2702479
21400,21200,21450,20900,3518196
21500,21350,21800,21250,3775480
21200,21500,21650,21200,3826683
20900,21400,21400,20550,9041756
22500,22000,22550,21750,15221162
22250,22350,22500,22150,4757626
21950,22150,22150,21800,3664743
22200,22200,22400,22000,3267122
21850,22100,22150,21800,4237233
22950,22550,23000,22350,10517447
22950,23150,23200,22850,4248504
22850,22950,23300,22800,3843199
23500,22950,23650,22900,7673229
23900,23700,24650,23600,12250096
23850,24200,24250,23650,4797968
23500,23950,24000,23350,3509912
22900,23250,23350,22750,5377949
22750,22600,22950,22450,3227444
22900,22550,22950,22450,3525787
22750,22950,23250,22600,3873405
22500,22950,23000,22350,2858070
23150,22850,23500,22750,6192433
23250,23400,23600,23150,3119376
23700,23350,23850,23300,5661298
23550,23800,23900,23550,3477414
23000,23250,23300,23000,3010313
22900,22800,23100,22600,2957524
22550,22900,23000,22250,4262738
22250,22550,22700,22100,3034811
22850,22700,23050,22700,3901823
23500,23400,23600,23200,4594202
23550,23500,23650,23200,2682573
23300,23550,23750,23250,2646218
23400,22700,23450,22650,2573262
23050,23400,23700,23050,2851721
24000,23500,24150,23350,8709303
24300,24150,24800,24050,7780836
24100,24300,24650,24000,3832976
24100,24550,24950,23900,6197870
24300,24500,24750,24200,3782716
24850,24800,25000,24650,5789405
25500,24950,25900,24700,8312753
25950,26000,26300,25900,6592179
26150,25950,26350,25750,3347263
25900,26250,26300,25550,5042809
26000,26000,26100,25450,4411461
26050,25600,26100,25350,4522898
25400,25700,25950,25350,5241275
25300,25200,25550,24800,4373224
25350,25200,25550,25000,3314201
26600,25550,26700,25500,8690475
26150,26350,26550,25900,4774667
24950,26100,26300,24550,9295709
25200,25200,25500,24750,3934488
25350,25650,25750,25300,3293980
24900,25500,25750,24900,3705474
25600,25250,25700,25000,3192295
25700,25500,25850,25350,2772673
25800,25800,26300,25750,3757376
25550,25750,26000,25350,4349165
25350,25400,25550,25000,3108705
25400,25700,25800,25100,4030728
24400,25250,25350,24400,8420949
24400,24300,24650,24200,4155082
24450,24300,24700,24200,3560107
24850,24450,24900,24250,3504294
24850,24850,25100,24700,3774704
25900,25450,25950,25400,7130678
26000,25850,26150,25800,3280121
25950,26250,26500,25900,4189236
26050,26350,26500,26050,4902981
26250,26200,26500,25650,7585467
26200,26000,26350,25850,3680399
26650,26400,26800,26250,5228814
26500,26900,27100,26400,5741215
26300,26850,26950,26150,4736996
25400,26300,26450,25250,7103654
25150,25400,25700,25050,3887250
25450,25300,25700,25300,3166701
25750,25450,25800,25400,2010360
25750,25750,25950,25500,2648924
26600,26150,26650,26100,5151547
26650,26900,27100,26400,4587780
26350,26800,26900,26200,4856327
25900,26400,26450,25650,4283105
26250,26050,26550,25950,3468081
26050,26500,26600,25950,2517811
26800,26150,26800,25850,4762542
27100,27100,27250,26500,6269825
26950,27250,27300,26850,3130049
25950,26800,27000,25800,6736761
26200,26200,26700,26050,5723625
25900,26350,26350,25450,4758701
25600,26050,26150,25500,5547605
25750,25750,25850,25300,3295467
25050,25500,25700,24850,7158297
24650,25050,25100,24600,6619066
24250,24600,24650,24050,6007784
24200,24300,24700,23800,5001969
24400,24150,24500,24000,2586394
24200,24500,24550,24100,4408627
24350,24650,24950,24300,5631792
24400,24400,24600,24200,4329870
24200,24250,24450,24050,4025938
24300,24500,24600,24300,2604422
23700,24050,24200,23600,4574149
24500,23850,24650,23800,5764265
24850,24650,25000,24550,4681401
24750,24850,25000,24550,3258865
25000,24950,25300,24800,3432175
25500,25250,25600,25200,4490716
25700,25550,25750,25350,2859954
25650,25700,25750,25550,2277981
25900,25600,26000,25550,2456890
25850,25800,26100,25750,1779504
26500,26250,26700,26200,6657608
26600,26350,26650,26300,2826255
26400,26400,26600,26300,2689623
26300,26500,26550,26050,2604691
26550,26100,26650,25850,3772301
26250,26850,26950,26250,3098659
26500,26700,26750,26500,4038185
26000,26600,26700,25900,3753949
27000,26400,27200,26400,8141593
28000,27650,28200,27600,11109877
28150,28100,28450,27850,6588200
28250,28350,28400,27800,3607159
28600,28250,28800,28200,6597705
28100,28850,28900,28050,3957978
28300,28300,28550,28100,2769799
28900,28450,29000,28400,5071138
28800,29000,29200,28400,4473661
28400,28550,28900,28400,2926693
28650,28800,28900,28350,3232956
28600,28500,28850,28350,2632433
28050,28850,28900,28050,3426566
28300,27900,28450,27650,3555515
29050,29050,29200,28850,3959211
29500,29050,29500,29000,5570927
29450,29600,29700,29200,3184531
29250,29450,29450,28950,3223050
28750,29500,29650,28750,3045853
28650,28900,29050,28600,1972865
28400,28750,28900,28350,3577498
28900,28600,29150,28550,3584222
29200,28550,29200,28400,4869239
28550,29300,29300,28350,3681853
27900,28600,28700,27800,4153747
27800,27900,28200,27300,4473759
27950,28150,28200,27800,2896417
29000,28450,29100,28300,5236997
28800,29050,29350,28650,3407336
29150,28950,29350,28700,2715965
29100,28850,29250,28750,3276359
28750,29350,29400,28650,3075896
27900,28400,28500,27850,5206918
28800,27900,28850,27850,3895261
29000,28800,29100,28600,2012549
28850,29050,29050,28450,2009817
29100,29400,29600,29000,4683116
29500,29650,29950,29450,11394824
29450,29400,29750,29250,2667806
29550,29550,29850,29500,2368216
29900,29850,30000,29550,4973679
29450,29750,29850,29300,2792031
29550,29650,29700,29000,3767197
28900,29700,29850,28850,4225049
28600,28900,28950,28400,3154316
28550,28900,28900,28400,3400637
29050,28500,29250,28500,4575248
29100,29200,29550,29050,4776435
29100,29000,29200,28900,2518819
29500,29150,29600,29150,2701509
29750,29550,29850,29500,4030862
30050,29900,30200,29850,6423610
30700,30500,30850,30300,6958530
30600,30800,31000,30600,5033266
31300,30900,31600,30850,7608286
31400,31400,32000,31250,7512672
31400,31800,31850,31050,3871042
31400,31550,31900,31400,2849669
31400,31400,31650,30850,4431590
32000,31700,32150,31550,4381622
31850,31850,32200,31700,10882238
32200,32200,32200,31750,3870613
31900,31950,32150,31750,3449693
32250,32150,32450,32000,3233657
31150,32350,32400,31150,4570226
31100,31650,31900,30900,5758634
32650,31700,32900,31600,6709195
32500,32900,32950,32300,3941737
32350,32300,32700,32250,2590486
32050,32250,32450,31600,6075091
31500,32150,32250,31200,3971095
30450,31400,31600,30100,6582178
31750,30900,31750,30900,5215736
31900,32000,32400,31550,4438175
31050,31400,31700,30850,4371986
30800,30200,31000,30000,5163521
29750,30900,30950,29750,4897019
29500,29500,30300,28900,6659713
30250,30150,30400,29700,5040418
30650,30900,31000,30600,5209137
31200,30900,31200,30450,4309458
31550,30950,31850,30850,4062599
28800,31500,31550,28750,21019436
28750,29350,29800,28550,10969350
28750,28950,29050,28000,9130872
28400,28950,29300,27950,7983219
27800,28100,28600,27400,7227558
28350,28050,28450,27750,5276470
27500,28150,28300,27400,6362139
28400,27900,28400,27650,6330650
28500,28450,28650,28100,4499172
28450,28500,28750,28050,2613544
28450,28650,28700,28300,2886705
28600,28750,28850,28200,4374401
29200,28950,29450,28750,6437820
28400,29300,29350,28400,5306867
28000,28400,28500,27850,5042732
28200,27900,28400,27750,4952809
28550,28300,28750,28300,3818831
28600,29150,29250,28400,6778488
28150,28850,28850,27900,7755181
27000,27950,27950,26900,15227768
27100,27050,27300,26600,6903868
27200,27200,27350,27150,4386284
27400,27250,27450,27100,6151190
27450,27500,27700,27250,6877232
27400,27300,27400,27150,4180804
27550,27600,27750,27350,4125157
26550,27350,27400,26550,7771130
26200,26350,26600,26000,5396449
26650,26200,27100,26200,4669522
27000,26650,27300,26600,3849323
28300,27050,28300,27050,8719662
29150,28750,29200,28600,10262550
28700,28700,29000,28500,5110848
28550,28550,28650,28300,2594470
28500,28500,29150,28400,5699909
28200,28700,28850,28050,3079266
28050,27800,28350,27700,3639542
28500,28400,28850,28300,4137108
28350,28500,28700,28150,2937697
27950,28100,28350,27800,3547412
27700,27350,27850,27350,3556086
27450,27700,28000,27400,5326833
28250,27600,28250,27550,5663772
28300,28500,28650,28200,3035909
28450,28550,28650,28300,3100871
28650,28400,28700,28200,3042973
28150,27400,28150,27300,20625403
27100,28100,28250,26850,12199781
28450,27600,28450,27550,9571714
28950,28550,28950,28400,6680750
28900,29100,29300,28700,4893860
28900,29000,29300,28750,6018991
29000,28900,29250,28800,4674307
29800,29300,29850,29300,5218534
30300,30000,30450,29650,6788948
30550,30650,30700,30200,4872847
30500,30400,30850,30250,3788474
29750,30300,30400,29600,4839999
30350,29750,30600,29700,4297077
30350,30550,30600,29850,3597617
30250,30300,30750,30000,3883347
29950,30200,30500,29800,3094789
31150,30650,31250,30600,7077277
32450,31700,32450,31550,10794205
32900,32750,33100,32600,10211692
32750,32800,32900,32450,20161933
33600,32750,33900,32700,6362115
33350,33900,34000,33100,6953280
33100,33100,33400,32550,4504637
33450,33450,33600,33250,2875473
33400,33800,34300,33250,3964240
33800,33800,33900,33400,3432731
34600,34000,34650,33950,4896108
34100,34650,35000,33900,4601446
32600,34000,34000,32600,9113649
32500,32900,33200,32500,5848372
33100,32500,33150,32300,3285591
32600,32950,33000,32500,3464261
33100,32650,33250,32600,3104202
31950,33350,33600,31900,6681059
32850,32300,33000,32300,4858305
31950,32800,32800,31950,4023353
33250,32150,33300,32100,4753636
33050,33350,33500,32950,2893775
32550,33000,33050,32250,1860583
32500,32350,32950,32350,1872076
32350,32600,32750,32350,1825749
32250,32050,32950,32050,2964930
31500,32400,32700,31350,3518342
31950,31900,32400,31700,3027493
31550,31850,32000,31500,2266975
32300,32350,32650,32000,3084645
33700,32550,33800,32550,5187831
33750,33900,34100,33500,2917194
33450,33700,33850,33300,2790771
32500,33150,33200,32350,4652929
32050,32400,32450,31750,3397106
32400,32800,32900,32250,3511174
33250,32800,33400,32750,2869284
33600,33300,33600,32750,3288876
34600,33750,34700,33500,6944989
35450,35100,35450,34850,6520172
35400,35550,35900,35150,4030182
35700,35650,35900,35250,3268831
34700,35500,35700,34600,4945227
34800,34850,35400,34750,3284235
34250,34550,34900,34200,4205701
35500,34400,35650,34400,4156598
36350,36000,36700,35950,5211103
36500,36800,37100,36400,5070477
36800,36500,37150,36400,3600547
36450,36300,36500,35850,5008826
36500,36300,36600,35850,2488730
37150,36600,37200,36550,3285802
36600,37500,37550,36550,3534783
35550,36600,36800,35450,4929380
34900,35950,36150,34800,6726027
35300,35200,35750,34900,3905267
37000,35600,37000,35550,5630251
36750,37000,37100,36550,2771057
36000,36900,37000,35900,3738849
36650,36450,36950,36350,2088963
36800,36800,37000,36250,2537422
35550,37100,37350,35550,4503101
36300,35700,36450,35600,3866819
37650,36400,37700,36350,5489696
37800,37350,37950,37200,3365854
39000,38550,39100,38150,6541929
38850,39150,39250,38500,4456686
38500,38450,38700,37700,4661839
38150,38350,39000,38150,2173830
38400,37750,38400,37350,2373406
36650,38700,38750,36450,11312073
36550,36900,37000,36050,5058860
36000,36600,36850,36000,3390054
36850,36050,36850,36050,3038514
36400,36950,37100,36400,2458095
36300,36100,36350,35000,8866139
35400,36300,36650,35400,5413166
35900,35350,36150,35350,4696232
35250,35100,35550,35000,3810292
36800,35550,36800,35250,5134501
37850,37100,37900,37000,5768140
37950,37500,38200,37450,3258954
36500,37350,37400,36500,5123321
36650,36900,37000,36000,3722340
38600,37050,38600,37000,6520048
39300,39300,39500,38900,6263133
39000,39400,39950,39000,2749618
39000,39200,39600,38950,1922133
39850,39600,39850,39200,3365602
39900,39850,40200,39700,3408592
39050,39950,40100,39000,3144548
38700,39450,39700,38400,3462266
38800,38800,39000,38550,1740161
39150,38650,39400,38500,2779561
38800,39400,39650,38700,2634888
39300,39250,39700,39050,3222452
38850,39100,39350,38700,1853563
38650,39000,39100,37850,5377950
39250,38500,39700,38450,3372770
39500,39650,39650,39100,2537038
38750,39700,39700,38550,3571285
38950,38300,38950,38200,2334413
38950,38600,39050,38550,1659174
39450,39600,39600,39200,2287413
39100,39450,39450,38900,1894702
38550,39300,39350,38300,3360351
37700,38350,38650,37650,3290391
37750,37700,38200,37650,2570762
37400,37550,38050,37350,3136809
38050,37800,38600,37700,2831772
37950,37550,38300,37000,4047773
36700,37400,37450,36600,4053729
36350,37200,37400,36350,4067115
37000,36850,37150,36550,3174111
36950,36900,37400,36700,1966739
38700,37400,38750,37400,4027721
38150,38750,38800,38000,2911594
37600,38250,38300,37500,2484259
38400,38100,38400,37650,2520441
37700,38050,38400,37550,2539853
37050,37850,37900,37000,3497637
36000,37000,37100,35550,8110589
37000,36650,37100,36600,4963237
37050,37450,37700,36800,3128863
36550,37300,37350,36500,2239712
37250,36750,37250,36600,3042845
37000,36800,37000,36500,2614349
36750,36650,37200,36650,2287296
37650,36900,37700,36850,2781992
37700,37600,37850,37400,1940111
37050,37450,37600,36850,2678811
36900,37100,37250,36900,1769488
37400,37450,37950,37150,2511655
37650,37750,37900,37550,2279437
38050,38050,38300,37850,2518569
39200,39400,39550,38900,6226765
39400,39300,39500,39000,2012021
39800,39900,40050,39750,4429639
40750,40200,40850,40050,6302966
40900,40850,40900,40150,4202633
40750,41100,41350,40650,6413507
40500,40450,40800,39900,2962593
39700,40250,40500,39600,2864162
40150,39700,40300,39650,2280636
40650,41200,41350,40550,3374051
41100,41000,41350,40900,2617891
40650,41450,41450,40550,2228813
41150,40950,41200,40250,2286422
41400,40900,41600,40900,2028310
41700,41850,42000,41700,2671855
42100,42200,42200,41750,2857522
42000,41850,42100,41600,2002289
42250,42000,42300,41800,1793135
40900,42000,42150,40750,3868734
42000,41100,42000,41100,3173904
41900,41950,42250,41650,2044792
42400,42400,42750,42150,2314558
42350,42300,42500,41950,2091017
42400,42600,42750,42350,1337761
42200,42600,42650,42050,1206673
42600,42750,42750,42400,2267797
42600,42700,42900,42450,2788250
44150,42600,44150,42600,5719933
44700,44200,45200,44150,2594762
44650,44250,45050,44000,2452555
46450,45300,46450,44850,3867206
46100,47000,47450,46000,4008341
47350,46600,47350,46500,2173265
47000,47550,47950,46750,2699834
47400,48000,48450,46850,3533745
47050,47000,47200,46400,2038552
48350,46600,48550,46400,2328428
49350,49000,49850,48850,3064765
49000,49400,49700,48850,8540327
50700,49850,50700,49700,3832975
49400,50900,50900,49100,7739475
48900,49250,49700,48250,3331587
50300,49000,50300,48950,3486605
49800,50200,50900,49600,2370023
48750,50300,50600,48050,4329921
47500,48350,48500,47500,4132822
48550,47900,48750,47850,3033278
48450,49450,49450,48400,2661236
50400,49150,50500,49000,4295212
50900,50700,51000,50200,2679502
50400,51000,51000,49550,2256886
51600,50400,51700,49900,2222399
51900,51300,52000,51100,2207233
49750,51500,51500,49600,4902932
49300,49750,50300,49300,2652157
48950,48950,49250,48350,2438265
49350,49250,50200,49100,2127881
49750,50300,50400,49550,1757915
51000,50000,51000,49900,2314317
51500,51600,52400,51300,3615315
50800,50200,51100,49900,2334689
50500,51300,51700,50300,1627408
51000,50100,51000,49650,2319621
49450,50900,51000,49400,2861486
47550,49650,49700,47450,7777210
47500,47800,48300,47200,4385822
46550,47450,47950,46400,5195081
44400,45200,45700,44400,8507170
46750,45000,46750,45000,6237617
45450,46050,46500,45100,5587330
46300,44100,46400,44000,5318497
47850,46400,47900,46350,3226358
47300,48250,48300,46500,3424229
45400,46750,46800,45050,14682581
45200,45700,46100,44650,3846213
44200,44500,45000,43500,6182189
45000,44900,45550,44500,3098675
43250,45000,45150,43050,5457423
43900,43600,44450,43500,3848799
43550,44500,44800,43200,3825576
43850,44400,44400,43650,2842982
43800,44250,44550,43800,3046890
45350,44150,45350,44100,3912499
45850,45800,46350,45400,4749347
45950,46700,46750,45350,2874325
47150,45850,47300,45700,3083363
46700,47150,47300,46550,2110839
45350,46700,47000,45150,3858033
45600,45600,45650,44400,3705945
45400,45100,45700,45000,2167684
44500,45700,45800,44500,1892686
44050,44700,44950,43850,2171185
41800,43450,43750,41700,8149751
42050,42450,42850,41950,3744556
43200,42600,43300,42500,3074526
43850,45700,45700,43850,5791277
44500,44200,44550,44050,1445681
42800,44300,44400,42800,2371058
43500,42300,43600,42300,2247094
44100,43850,44450,43650,2721126
42900,43800,44100,42800,1766197
44000,43400,44200,43200,2586406
43250,43550,43700,42850,1476639
42500,42900,43550,42500,2203104
44200,42550,44400,42500,3922847
44600,44400,45450,44350,3632706
45600,44500,45800,44300,3154902
47150,46500,47450,46350,4912552
46750,46900,47300,46250,3038001
46400,46750,47200,46000,2482308
47100,46000,47300,45700,2952839
44700,47850,47850,43250,7288648
44700,44500,45350,42950,5680210
44150,44500,44850,43600,2053318
42200,42050,42950,41850,4630979
41700,40350,42150,40300,4361715
43300,41750,43450,41550,2953492
43400,43200,44000,43000,2372222
45100,43500,45200,43450,3553225
44100,45000,45750,43650,2900418
44900,44100,45050,43550,1788929
45250,45050,46000,44650,2147556
46300,46250,46700,45900,2420313
45500,46300,46800,45500,1829919
45300,46450,46500,45050,2214244
44600,45800,45900,44400,1722449
46000,45150,46100,45000,2907131
47000,46350,47000,45800,2638547
47200,47300,47450,46400,2924313
47450,47550,47550,46900,2577692
48050,48000,48250,47600,2388430
47450,48300,48300,47000,1888587
47200,47850,47950,46900,1617220
47950,47750,48200,47550,1555748
47400,47950,47950,47000,1624430
47550,47500,48100,47450,1583801
47600,48000,48000,47200,1558513
48100,47900,48300,47300,1960104
48100,48350,48350,47600,1421799
49200,48500,49200,47900,2592089
45900,49200,49350,45700,5493082
46400,46500,47150,46000,2798997
47150,47400,47500,46900,1813849
47250,47000,47350,46700,1104697
46450,47450,47500,46000,1839020
47100,47250,47300,46800,1416719
48500,48400,48800,47800,2680733
48600,48600,48700,48100,914772
47850,48700,48700,47650,1558962
48050,48050,48600,47700,1131555
47950,48050,48500,47800,1444205
47700,47850,48000,47300,1417999
48050,48300,48500,47750,1199173
48700,48600,48800,48150,1438113
48350,48800,49150,48100,1335134
48650,49000,49200,48500,2243336
49450,48800,49950,48550,2775375
48850,49100,49600,48550,1590462
47200,48300,48400,47100,2702767
47550,47300,47700,47000,1602103
47650,47100,47850,46950,1182288
46500,47150,47300,45900,2486899
46700,46500,47150,46500,1652948
47700,47600,47700,47000,1542575
48500,48500,48900,48300,1910410
48250,48000,48500,47100,1159184
47450,48050,48500,47300,1169038
47800,47100,47850,47100,842562
47000,47600,47800,47000,1474213
48050,47100,48500,47000,1750952
47750,48300,48500,47500,1159390
47750,47950,48400,47650,1155944
47650,48050,48400,47500,1409146
47500,47000,47600,46900,1661196
47400,46700,47600,46700,1821266
49950,48250,50000,47900,5006675
49700,50700,51400,49700,3313929
50300,50000,50500,49450,1709997
49000,48500,49650,48500,3047952
48900,48900,49850,48850,2241954
49500,48900,49500,48850,1468474
47450,48450,48900,47250,4820176
47000,47500,47950,46800,3180759
47050,47250,47650,46800,2211331
48050,47500,48200,47400,2156709
47000,48100,48450,47000,2905955
47500,47600,47750,47200,1572903
48250,47250,48300,47000,1410144
49150,49350,49350,48800,2292330
49200,49150,49300,48200,2333159
47400,48500,49200,47300,5020783
47650,48000,48000,47300,2743159
46600,47300,47600,46350,3258140
46700,46450,47450,46450,2513399
47300,47400,47450,47000,1823018
47150,47300,47400,46300,1984849
45500,47100,47200,45200,4547785
45200,45300,45950,45000,2741040
45150,45250,45800,45050,2254222
46850,45900,47050,45650,3231887
46650,47450,47500,46600,1903965
47050,47000,47450,46750,1354556
47500,47550,47550,47200,1534022
46450,47350,47450,46300,1677139
47200,46500,47200,46400,2273267
47600,47900,47900,47200,1880503
46500,47200,47400,46400,2633709
47100,46750,47200,46450,1938544
46600,47000,47300,46250,2344677
46850,46850,46900,46300,2246166
47300,47150,47500,46650,2100433
45900,47300,47300,45700,4160256
45500,45650,46100,45250,2214809
46200,46050,46400,45950,1877771
45100,45450,45750,44850,3175721
44150,45200,45500,43100,5232109
43400,43500,44000,43150,4527681
43250,43400,44100,43250,3929253
44100,43350,44150,43350,1962212
45800,44400,46000,44400,4031380
46250,46100,46450,45850,2790117
46250,46250,46400,45600,2790286
46400,46950,47000,46300,1983215
46850,46450,46850,45850,1948819
48150,47100,48200,47050,3781841
48000,47700,48200,47550,2155547
48300,48000,48350,47850,1830867
47000,47250,47500,46550,4469503
45800,46150,46400,45400,4492231
45500,46000,46350,45100,2776997
45550,46300,46350,45450,2399612
45000,45950,46200,44900,2051147
44800,44550,45350,44100,3148519
44200,44300,44800,44000,2834100
44750,44450,45100,44250,2068077
43950,45000,45050,43500,3691912
42600,43900,44150,42450,5694496
41900,42000,42550,41550,5892744
43600,42850,43800,42700,6518647
44200,44400,44500,43800,3362917
44000,44250,44400,43700,2134645
44300,44000,44500,44000,2146331
44500,44750,44900,44150,2096120
44550,44700,44750,44050,2153757
44250,44100,44400,43600,2355455
45150,44600,45500,44250,3270598
45250,45700,46100,45250,3816002
45800,46400,46800,45650,4995010
47200,46700,47250,46500,4400132
45800,47300,47500,45400,3688453
46950,46150,46950,45700,2311231
46900,47050,47400,46300,2422884
46150,46900,46900,45650,2419318
46800,46500,47100,46400,2239896
45300,46300,46350,45000,3291950
45900,44850,46000,44550,2142745
45950,45300,46300,45050,1695019
46300,46100,46700,46000,1592730
46050,46300,47250,46000,2364231
45250,46100,46150,45200,1896100
45550,45650,46050,45200,1889682
45300,45750,45950,45200,1215027
45450,45100,45450,44400,2195599
46100,45650,46150,45500,1510095
46850,46500,46900,46400,1784488
46350,47000,47500,46200,1880002
47850,46750,47850,46350,3953338
48000,48500,49150,47800,3594626
48450,48000,48800,47500,3441135
49650,49450,50000,49150,5512264
51100,49350,51300,49200,6512595
50600,50600,50900,49550,4623131
51200,50700,51500,50300,2173205
49800,51000,51700,49600,2724813
48300,49500,49600,48100,3262007
49050,48300,49550,48150,2134371
48050,48600,48800,48000,1954503
48000,47750,48300,47200,2168902
47500,48000,48000,47500,2649918
47100,47800,47900,47050,2696182
46550,47750,47800,46450,2307036
46150,46550,47100,46050,1775422
44200,45250,45300,44200,6161260
44950,44250,45250,44250,3461566
44300,44900,44950,44300,2225236
43550,44350,44550,43500,3858378
43850,43800,44150,43550,2843715
44150,44350,44600,44000,2676531
43350,44250,44250,43150,2694795
43100,43100,43400,42800,3270655
42000,41550,42250,41550,7935060
42600,41000,43050,40600,4892150
42300,42650,42800,41950,2598797
42800,42800,43200,42250,2126825
42100,43000,43000,42000,2592544
42650,42700,43100,42200,2903385
40750,42000,42050,40350,4533535
41350,41200,41850,41000,3183795
40900,41100,41300,40750,3335846
40950,40400,41050,39600,3018029
40850,41250,41300,40350,2738522
40550,41450,41850,40500,3707444
37850,40600,40650,37800,15180511
39300,38400,39400,38350,8281669
39450,39000,39500,38650,2373825
39950,39500,40500,38700,3352178
38650,40150,40350,38650,2535208
39050,38950,39350,38500,2531422
38200,39000,39000,37750,3986610
39000,40000,40300,38600,8215778
38550,39250,39450,38500,3411382
37250,38500,38850,36850,4142170
37100,36500,37650,36500,3657208
37000,37450,37600,36800,3040352
34500,36550,36800,34050,9328208
37100,34800,37100,34750,7074785
35950,36500,37100,35500,5481242
37250,35450,37950,35450,4060733
37300,37850,38300,37000,3330999
36100,37750,37750,36050,3888988
36200,35650,36450,35050,3381532
36300,36200,36400,35750,1336480
36100,36300,37200,36100,2890084
35800,35600,36400,35400,2824462
36900,35900,36900,35850,2748437
35650,37300,37400,35650,3808016
35050,35800,36400,34700,4706366
33000,34500,34800,32650,8813242
33050,33050,33550,32850,4588759
32000,31400,32250,31400,6084203
31050,31600,32350,30300,8593829
33500,31300,33950,31300,11821629
33450,33500,34200,32850,6534943
35500,34200,35500,34150,7063277
36900,36550,37700,36300,7382006
35800,36850,36850,35650,4408499
34400,35150,35450,34200,6442285
34350,33500,34600,33350,4161070
35400,34850,35700,34700,4222565
34850,35500,35950,34650,2438126
34750,34800,35100,34300,1624613
